location,year,month,mean_temp,mean_maxt,mean_mint,total_rain,mean_radn,min_radn,max_radn,mean_rh
keiser_nere,2024,2,4.28,8.88,-0.32,0.03,14.54,14.54,14.54,66.66
keiser_nere,2024,3,12.664193548387097,18.58,6.748387096774193,87.64,16.07774193548387,4.26,24.58,78.11645161290322
keiser_nere,2024,4,17.235333333333333,22.711,11.759666666666666,94.81,18.722666666666665,6.49,28.62,76.01166666666667
keiser_nere,2024,5,23.080161290322582,27.695806451612903,18.46451612903226,178.27,20.114838709677418,7.73,29.12,80.07161290322581
keiser_nere,2024,6,26.248666666666665,31.811999999999998,20.685333333333332,69.25,23.872,9.82,31.22,71.29
keiser_nere,2024,7,27.656129032258065,32.91903225806452,22.393225806451614,98.64,22.55516129032258,12.87,29.53,67.8616129032258
keiser_nere,2024,8,28.553225806451614,35.219032258064516,21.88741935483871,28.09,22.629677419354838,11.11,26.6,52.52193548387097
keiser_nere,2024,9,23.394666666666666,28.666666666666668,18.122666666666667,220.47,14.901,2.32,25.22,69.04633333333334
keiser_nere,2024,10,20.88,28.122,13.638,0.03,18.966,17.28,21.03,69.196
keiser_nere,2025,3,12.645967741935484,18.820967741935483,6.470967741935484,88.13,17.023548387096774,3.6,23.27,76.07096774193549
keiser_nere,2025,4,17.551833333333335,23.151,11.952666666666667,314.71000000000004,18.844666666666665,1.44,27.51,81.18766666666667
keiser_nere,2025,5,20.29467741935484,24.898709677419355,15.690645161290323,193.51,18.24741935483871,5.1,29.89,82.85451612903226
keiser_nere,2025,6,25.9975,30.180666666666667,21.814333333333334,198.31,23.464,13.82,29.75,82.54533333333333
keiser_nere,2025,7,28.121451612903225,32.64225806451613,23.600645161290323,48.63,24.702903225806452,17.07,28.58,76.42096774193548
keiser_nere,2025,8,26.90467741935484,32.96032258064516,20.849032258064515,15.65,22.241290322580646,6.59,26.13,60.39193548387097
keiser_nere,2025,9,25.749333333333333,32.41733333333333,19.081333333333333,89.74,18.429,8.03,24.34,57.45466666666667
keiser_nere,2025,10,23.973333333333333,30.39,17.556666666666665,36.41,16.486666666666668,5.35,19.7,64.155
marianna,2024,2,6,9.46,2.54,0.1,9.62,9.62,9.62,68.29
marianna,2024,3,13.270806451612904,19.025806451612905,7.515806451612903,129.79,15.179032258064517,3.13,24.65,80.23322580645161
marianna,2024,4,17.728166666666667,22.986333333333334,12.47,159.2,18.511,4.17,28.9,79.638
marianna,2024,5,23.74451612903226,28.223225806451612,19.265806451612903,149.5,19.901935483870968,7.42,29.08,80.71483870967742
marianna,2024,6,27.190833333333334,32.713,21.668666666666667,53.64,24.040333333333333,11.14,30.33,69.10866666666666
marianna,2024,7,28.57774193548387,34.28548387096774,22.87,102.37,22.13741935483871,8.99,29.83,65.19064516129032
marianna,2024,8,29.363548387096774,36.22677419354839,22.50032258064516,40.21,23.211612903225806,13.57,26.53,52.10774193548387
marianna,2024,9,23.669666666666668,28.894333333333332,18.445,206.13,15.302666666666667,2.71,24.78,72.72266666666667
marianna,2024,10,21.993,28.576,15.41,5.07,19.27,17.61,21.26,73.316
marianna,2025,3,13.906129032258065,20.156129032258065,7.656129032258065,124.07,16.802903225806453,4.56,23.42,76.95258064516129
marianna,2025,4,18.942166666666665,24.42866666666667,13.455666666666666,221.56,19.445333333333334,3.01,27.26,80.126
marianna,2025,5,21.391612903225806,25.948709677419355,16.83451612903226,235.8,18.65225806451613,5.45,30,82.43225806451613
marianna,2025,6,26.491333333333333,30.756333333333334,22.226333333333333,162.43,23.107,14.78,28.52,81.853
marianna,2025,7,28.938709677419354,33.9158064516129,23.961612903225806,53.68,25.02064516129032,20.97,28.69,72.23354838709677
marianna,2025,8,28.590645161290322,35.1358064516129,22.045483870967743,41.28,22.158709677419356,5.18,26.62,56.65709677419355
marianna,2025,9,26.690666666666665,33.522,19.859333333333332,61.21,18.304,6.97,24.7,58.79333333333333
marianna,2025,10,24.945833333333333,31.426666666666666,18.465,37,16.58833333333333,5.01,20.2,63.181666666666665
rohwer,2024,2,6.475,9.69,3.26,0.73,6.49,6.49,6.49,70.63
rohwer,2024,3,13.66,19.4041935483871,7.915806451612903,151.76,14.355161290322581,3.31,24.8,80.98387096774194
rohwer,2024,4,18.103166666666667,23.418333333333333,12.788,197.75,17.876666666666665,3.1,28.84,80.982
rohwer,2024,5,23.80016129032258,28.193548387096776,19.406774193548387,153.18,19.68064516129032,7.95,28.74,81.88225806451612
rohwer,2024,6,27.454666666666668,32.975,21.934333333333335,48.85,24.397,10.88,30.77,69.339
rohwer,2024,7,28.999354838709678,34.87870967741935,23.12,86.15,21.32483870967742,7.01,29.4,64.16548387096775
rohwer,2024,8,30.00161290322581,36.99935483870968,23.003870967741936,38.32,22.829032258064515,9.94,27.22,50.02451612903226
rohwer,2024,9,24.4525,30.186666666666667,18.718333333333334,124.67999999999999,16.274333333333335,5.35,25.59,70.38466666666666
rohwer,2024,10,23.714,31.096,16.332,2.37,19.37,17.46,21.23,66.888
rohwer,2025,3,14.430645161290322,20.77258064516129,8.088709677419354,114.12,16.90516129032258,3.39,23.99,77.10516129032258
rohwer,2025,4,19.476166666666668,25.018333333333334,13.934000000000001,193.23,19.482333333333333,4.64,26.77,79.784
rohwer,2025,5,21.726129032258065,26.355483870967742,17.096774193548388,223.34,19.137096774193548,6.04,29.45,81.82451612903226
rohwer,2025,6,26.847833333333334,31.27733333333333,22.418333333333333,118.97,23.78933333333333,13.01,28.78,80.139
rohwer,2025,7,29.930967741935483,35.488064516129036,24.373870967741937,47.53,24.028387096774193,19.27,27.97,67.35451612903226
rohwer,2025,8,29.50483870967742,36.06516129032258,22.94451612903226,54.14,21.06032258064516,7.85,26.58,52.41903225806452
rohwer,2025,9,26.685333333333332,33.35333333333333,20.017333333333333,58.53,18.097333333333335,3.5,24.81,61.31166666666667
rohwer,2025,10,25.475833333333334,32.225,18.726666666666667,16.01,16.8,7.03,20.55,61.885
stuttgart,2024,2,6.045,9.58,2.51,0.76,7.24,7.24,7.24,70.14
stuttgart,2024,3,13.305967741935484,19.143870967741936,7.468064516129032,127.73,14.841935483870968,3.62,24.54,80.59032258064516
stuttgart,2024,4,17.794166666666666,23.101,12.487333333333334,162.84,18.298333333333332,4.52,28.76,79.951
stuttgart,2024,5,23.661774193548386,28.120967741935484,19.20258064516129,184.34,19.74774193548387,5.13,29.41,81.64290322580645
stuttgart,2024,6,26.800333333333334,32.02466666666667,21.576,46.17,24.324666666666666,13.01,30.61,71.877
stuttgart,2024,7,28.09483870967742,33.64677419354839,22.54290322580645,104.02,22.23548387096774,10.96,29.17,67.52967741935484
stuttgart,2024,8,29.255,36.04709677419355,22.46290322580645,38.17,22.531612903225806,14.63,26.8,53.13903225806452
stuttgart,2024,9,24.008166666666668,29.547666666666668,18.468666666666667,145.89000000000001,15.627666666666666,3.77,24.68,70.31833333333333
stuttgart,2024,10,22.543000000000003,29.926000000000002,15.16,2.55,19.614,18.33,21.12,67.67399999999999
stuttgart,2025,3,14.02032258064516,20.27967741935484,7.760967741935484,88.2,17.205161290322582,3.28,23.93,76.63483870967742
stuttgart,2025,4,18.826,24.42866666666667,13.223333333333333,255.49,19.339333333333332,2.39,26.95,80.44066666666667
stuttgart,2025,5,21.251612903225805,25.976451612903226,16.526774193548388,222.58,18.732903225806453,4.14,29.77,81.9641935483871
stuttgart,2025,6,26.580833333333334,30.923666666666666,22.238,143.39,23.436,12.77,28.94,81.472
stuttgart,2025,7,29.114516129032257,34.160645161290326,24.068387096774195,48.89,25.11225806451613,19.06,28.37,71.63806451612903
stuttgart,2025,8,28.566935483870967,35.028064516129035,22.105806451612903,51.57,21.798709677419353,3.34,27.06,56.468387096774194
stuttgart,2025,9,26.285333333333334,32.907666666666664,19.663,69.48,18.522666666666666,6.21,24.31,61.536
stuttgart,2025,10,24.839166666666667,31.33833333333333,18.34,22.240000000000002,16.778333333333332,6.21,20.02,64.00166666666667
